uid,variant
3439,control
1649,treatment
4415,treatment
3804,control
3591,treatment
13175,treatment
16235,treatment
9643,treatment
15451,treatment
2273,treatment
15352,control
11337,treatment
12266,control
7585,control
16506,treatment
16522,treatment
1980,treatment
10948,control
15692,control
10114,treatment
12342,control
13665,control
656,treatment
16628,treatment
3759,treatment
17249,treatment
1009,control
2270,control
10547,control
12733,treatment
1105,treatment
14915,treatment
12866,control
6410,treatment
8118,treatment
5565,control
11270,treatment
5526,treatment
11882,treatment
4426,control
4779,control
2376,treatment
14800,control
3562,treatment
10720,control
7009,control
5537,treatment
5705,treatment
9747,control
937,treatment
11575,treatment
8128,control
16124,control
13853,control
7880,control
2223,treatment
3825,control
16800,treatment
14005,control
4143,control
9746,treatment
3568,treatment
1280,control
1504,treatment
7286,treatment
9155,control
15304,control
3108,treatment
194,control
15570,control
9927,treatment
2116,control
7729,treatment
3585,treatment
7352,control
391,control
10696,control
11534,treatment
11491,treatment
14355,control
2353,control
10926,control
8406,control
5974,treatment
8446,control
7287,treatment
4313,control
13209,control
9345,treatment
17169,treatment
2971,treatment
6725,control
15218,treatment
8516,control
4221,control
17178,treatment
54,treatment
6896,control
12720,control
11735,control
4192,treatment
4602,treatment
12390,control
14537,control
9398,control
9449,treatment
9529,control
10977,treatment
10686,treatment
11389,control
9466,control
12991,control
14741,control
12946,control
3958,control
216,treatment
14420,treatment
3846,control
13280,treatment
6793,control
2921,control
8443,control
5692,control
6861,treatment
14756,treatment
10826,treatment
16758,treatment
11172,treatment
15178,control
11541,treatment
9587,control
15881,control
9941,treatment
12626,treatment
12873,control
9320,control
7876,control
11278,treatment
1518,control
1138,treatment
16367,treatment
16018,control
4618,treatment
4620,treatment
5298,control
14976,treatment
9893,treatment
2660,control
4405,treatment
11039,treatment
126,treatment
627,treatment
14905,treatment
2499,control
5928,control
5547,treatment
3868,treatment
3608,control
16241,treatment
9141,treatment
16624,control
11362,control
15245,control
5036,control
15952,control
7835,control
16654,control
4567,control
12001,treatment
6497,treatment
14103,control
7457,treatment
5390,treatment
10318,control
8207,treatment
12399,control
4087,treatment
10348,treatment
498,treatment
774,control
11879,treatment
7193,treatment
16929,treatment
6212,treatment
4053,treatment
9354,treatment
8741,treatment
5841,control
10225,control
8774,treatment
17202,control
15953,control
2144,control
10690,treatment
2218,control
7373,treatment
7204,treatment
6146,treatment
10049,control
16833,control
7591,control
188,treatment
433,control
5648,treatment
9093,control
3071,control
10036,treatment
15488,control
16609,control
16995,treatment
15348,treatment
6780,control
14707,treatment
6782,treatment
4184,treatment
633,treatment
14626,treatment
7891,treatment
1313,control
10000,treatment
5611,control
4707,control
694,control
5585,treatment
7170,control
10884,treatment
458,treatment
853,control
16947,control
6661,control
10376,treatment
15883,treatment
2415,control
10449,treatment
6049,treatment
8855,treatment
2684,control
13923,treatment
1555,control
773,treatment
8542,treatment
11342,control
13108,control
9764,treatment
4256,treatment
10365,control
6648,control
1943,treatment
7237,control
7106,treatment
14737,control
6520,control
15958,treatment
15477,control
17150,treatment
86,treatment
13234,treatment
9314,treatment
3294,treatment
4733,treatment
487,treatment
16439,treatment
9614,control
5786,control
7789,control
11155,control
603,treatment
12787,control
16977,control
16999,treatment
9496,treatment
3551,control
16504,treatment
14505,treatment
7726,control
13016,treatment
9394,treatment
14986,treatment
14868,control
3156,control
3079,control
13150,control
381,treatment
16512,treatment
10079,control
12291,treatment
3973,treatment
13875,treatment
14297,treatment
3925,control
8090,treatment
3952,treatment
9306,treatment
364,treatment
17051,treatment
12808,control
11170,treatment
10971,treatment
17085,control
6522,control
8689,control
9232,control
7155,treatment
15649,treatment
1335,treatment
15368,treatment
2556,control
9879,treatment
358,treatment
10038,treatment
2815,control
7323,treatment
1680,treatment
15581,control
16901,control
15975,control
8056,treatment
8135,treatment
4488,control
6080,control
7751,treatment
5060,control
10654,treatment
2625,treatment
15470,control
3023,control
10409,treatment
9106,control
13334,treatment
1159,treatment
15705,control
6321,control
3384,control
5333,control
7374,treatment
9680,control
2805,treatment
16739,treatment
3807,control
13426,control
9693,treatment
871,treatment
13171,control
5842,control
747,treatment
240,control
6009,control
15281,control
16592,treatment
15228,control
9307,control
6000,control
11149,treatment
16721,treatment
4588,control
16370,control
2962,treatment
15324,control
1694,control
8712,treatment
14463,control
3306,control
11294,control
10187,treatment
1870,treatment
7956,treatment
13438,control
30,control
8401,control
17193,treatment
15419,control
10512,control
11804,control
179,treatment
1178,treatment
8447,control
10162,control
2882,control
4290,treatment
9881,treatment
10762,treatment
10749,treatment
5437,control
12488,control
122,treatment
6726,treatment
6454,treatment
13866,treatment
12601,treatment
8070,treatment
16715,treatment
440,treatment
16381,treatment
6589,treatment
12188,treatment
14487,treatment
7966,control
16532,control
10245,treatment
10990,treatment
6971,control
9489,treatment
11269,control
10424,control
11320,treatment
6665,treatment
13020,control
8233,control
540,treatment
580,control
5394,treatment
221,treatment
12980,control
13380,treatment
10853,treatment
6978,control
17247,treatment
6051,control
12466,control
13822,control
629,treatment
10275,control
1375,control
16277,treatment
7761,control
2753,treatment
11893,treatment
8691,control
7618,treatment
584,treatment
5886,treatment
2710,control
218,treatment
15149,control
7676,treatment
12630,treatment
17240,control
7443,control
9726,treatment
14410,control
6103,treatment
7212,treatment
2075,treatment
9411,treatment
11657,control
5347,treatment
13669,treatment
6850,treatment
6434,treatment
8342,control
2367,control
15276,treatment
7521,treatment
5140,control
6319,control
4070,treatment
1322,treatment
12468,control
7236,treatment
10443,control
2628,control
11557,control
4279,control
5281,treatment
7554,control
12655,control
11513,control
13976,treatment
8789,treatment
4356,treatment
17058,control
13840,treatment
5631,treatment
3622,treatment
13555,treatment
15791,treatment
1963,control
167,control
7576,treatment
2087,control
5650,treatment
12456,control
16631,control
4626,treatment
15441,control
6371,treatment
3544,treatment
11936,control
11247,treatment
9799,control
7727,control
7390,treatment
12238,control
5871,treatment
8496,treatment
14439,treatment
11785,control
10073,control
3838,control
3490,treatment
9934,treatment
3105,control
12886,treatment
6121,treatment
15685,control
1327,control
9660,control
8507,treatment
14914,control
6256,control
10476,control
1515,control
6030,treatment
15205,treatment
11634,control
7668,control
14545,control
13726,treatment
4832,control
2468,treatment
2350,control
5206,treatment
11006,treatment
7536,control
11660,treatment
7169,control
3618,control
2496,treatment
8143,control
10075,treatment
2923,treatment
17034,control
1475,treatment
16424,control
12847,control
5063,treatment
2659,treatment
962,treatment
12326,control
3165,control
4523,treatment
16812,control
5931,control
12887,control
9369,treatment
7849,treatment
13937,treatment
955,control
13807,treatment
4349,treatment
5218,treatment
1166,treatment
9729,control
9960,control
1269,control
13836,treatment
2797,control
14583,treatment
9360,treatment
16657,control
16820,control
5283,control
2894,treatment
2798,treatment
10834,control
15522,treatment
15418,treatment
9628,control
3740,treatment
12749,treatment
4946,treatment
11874,control
13066,treatment
6368,control
14441,control
4222,control
14087,treatment
6945,control
8734,control
5509,treatment
3966,control
9188,treatment
6986,treatment
12417,control
634,control
1697,control
11184,treatment
7608,control
17125,treatment
7947,control
16949,control
14558,control
5374,treatment
2954,control
14127,treatment
11958,treatment
12173,control
1972,control
5682,treatment
16695,control
9416,treatment
15159,control
5000,treatment
4687,treatment
10774,treatment
16223,control
8280,treatment
12863,control
521,control
14283,treatment
3947,control
13925,control
5684,control
10891,control
417,control
14922,control
7637,treatment
10459,control
12786,treatment
4437,treatment
5244,treatment
10303,control
14692,treatment
16057,treatment
12450,treatment
2916,control
11326,control
16667,treatment
14305,treatment
9932,control
2456,treatment
14962,control
10310,treatment
16730,control
6852,treatment
10231,control
17124,control
3405,control
10160,control
4511,treatment
5015,treatment
4168,control
11714,control
6585,control
8609,control
5432,control
1268,treatment
9578,treatment
11774,control
16275,treatment
1852,treatment
6637,treatment
3997,treatment
10520,control
10218,control
13224,treatment
10607,treatment
8322,control
893,control
4126,treatment
10030,control
10836,treatment
11116,treatment
16838,control
15263,treatment
3690,control
9384,control
16660,control
7229,treatment
11974,control
894,treatment
441,treatment
13068,treatment
3922,treatment
7669,treatment
3788,treatment
15665,treatment
9010,treatment
9900,control
14192,control
6436,control
9735,control
1731,treatment
3921,control
9817,treatment
7687,control
3858,treatment
15289,treatment
9481,treatment
8963,treatment
16379,control
11359,control
3540,control
3545,control
7358,control
14007,control
11071,treatment
10132,treatment
15255,control
276,treatment
6022,control
6856,treatment
15193,control
11471,control
9818,control
11833,control
4061,treatment
11100,treatment
2025,control
13987,control
2096,control
4644,control
12667,treatment
1828,control
5821,control
9220,control
14974,control
9804,treatment
11791,control
6452,treatment
6280,treatment
4048,treatment
10730,control
17221,treatment
13303,treatment
9051,control
17168,treatment
14977,treatment
11496,treatment
16795,treatment
7957,treatment
2032,control
15845,treatment
13062,treatment
11350,control
15801,treatment
3275,treatment
16829,control
5524,control
9883,control
1218,control
1687,control
15721,control
2656,control
9428,treatment
4866,treatment
1197,treatment
6775,treatment
8063,control
7279,control
14486,control
17235,treatment
6244,control
11315,treatment
10670,treatment
14464,treatment
15970,control
8227,treatment
15564,control
3839,treatment
13949,treatment
3755,treatment
16443,treatment
2408,treatment
484,control
13061,treatment
975,control
7626,treatment
6427,treatment
5127,treatment
8059,control
4584,treatment
15250,treatment
1663,treatment
16963,treatment
1181,control
332,treatment
12492,control
13903,treatment
1282,treatment
9742,treatment
3402,treatment
8587,control
11593,treatment
7474,control
13007,treatment
839,control
6411,control
16090,treatment
2991,control
16412,control
8971,control
2781,treatment
1714,treatment
5960,control
4937,control
1603,treatment
16583,control
6267,treatment
4210,treatment
15458,treatment
6860,control
3069,treatment
7538,treatment
2650,treatment
7510,control
10104,treatment
16160,treatment
9952,treatment
7755,control
13751,treatment
10328,control
452,control
17128,control
4802,control
14517,control
2563,control
11978,treatment
16184,control
3040,treatment
16765,control
2209,control
9251,treatment
11020,control
14792,control
7477,control
14928,treatment
6963,treatment
9024,treatment
10333,treatment
5596,treatment
12440,treatment
6207,treatment
12703,control
11732,treatment
8708,control
6370,control
12587,control
16607,treatment
12574,treatment
12881,control
16601,treatment
14406,treatment
16479,control
7094,treatment
3179,treatment
14918,treatment
4097,treatment
17163,control
12183,control
15052,treatment
5727,control
10047,control
16875,treatment
13913,control
2780,treatment
12122,control
6848,treatment
5962,treatment
12420,treatment
8831,control
10123,control
16823,treatment
6610,control
1146,control
13322,control
8965,control
13787,treatment
12911,treatment
5288,control
7387,treatment
1510,treatment
2416,control
15759,treatment
14907,treatment
10545,control
4886,control
16822,treatment
14200,treatment
5369,control
7696,treatment
10263,control
2438,treatment
1340,treatment
4711,treatment
8279,treatment
8987,control
1310,treatment
10088,treatment
7219,control
5535,treatment
10485,control
15098,treatment
13047,control
8219,control
5028,control
10847,treatment
3172,treatment
8334,treatment
2455,treatment
7272,control
14870,treatment
10456,control
10233,control
9616,treatment
5412,control
9634,control
16417,control
14889,control
13093,treatment
